State,Covered Entity Type,Individuals Affected,Type of Breach,Location of Breached Information,Business Associate Present
NY,Healthcare Provider,1789,Loss,Other,Yes
IL,Healthcare Provider,4120,Hacking/IT Incident,Email,No
PA,Healthcare Provider,7557,Unauthorized Access/Disclosure,Email,No
OH,Healthcare Provider,7447,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
WV,Healthcare Provider,3127,Hacking/IT Incident,Email,No
NY,Healthcare Provider,4950,Hacking/IT Incident,Network Server,No
MI,Healthcare Provider,6073,Hacking/IT Incident,"Email, Network Server",No
CO,Healthcare Provider,2553,Hacking/IT Incident,Email,No
TX,Healthcare Provider,19908,Unauthorized Access/Disclosure,Network Server,No
MA,Healthcare Provider,129571,Hacking/IT Incident,Network Server,No
MD,Healthcare Provider,33896,Hacking/IT Incident,Email,No
IL,Healthcare Provider,72143,Theft,"Other Portable Electronic Device, Paper/Films",No
NY,Healthcare Provider,1974,Hacking/IT Incident,Email,No
TX,Healthcare Provider,1237,Unauthorized Access/Disclosure,Other,No
MN,Healthcare Provider,1500,Theft,"Other, Paper/Films",No
PA,Healthcare Provider,25554,Hacking/IT Incident,Network Server,No
UT,Healthcare Provider,10000,Hacking/IT Incident,Email,No
MA,Business Associate,78070,Hacking/IT Incident,Email,Yes
DE,Healthcare Provider,4139,Unauthorized Access/Disclosure,Paper/Films,No
MD,Healthcare Provider,47754,Hacking/IT Incident,Network Server,No
TX,Healthcare Provider,69777,Hacking/IT Incident,Network Server,No
WI,Business Associate,1441,Hacking/IT Incident,Email,Yes
FL,Health Plan,50439,Unauthorized Access/Disclosure,Paper/Films,No
NY,Healthcare Provider,1002,Hacking/IT Incident,Email,No
WI,Healthcare Provider,1853,Unauthorized Access/Disclosure,Other,No
CA,Healthcare Provider,900,Hacking/IT Incident,Network Server,No
FL,Business Associate,2251,Hacking/IT Incident,Other,Yes
TX,Business Associate,500,Theft,"Desktop Computer, Laptop, Other Portable Electronic Device",Yes
AK,Healthcare Provider,1158,Hacking/IT Incident,Electronic Medical Record,Yes
CA,Healthcare Provider,8394,Hacking/IT Incident,Network Server,No
NC,Business Associate,21800,Hacking/IT Incident,"Desktop Computer, Network Server",Yes
NM,Healthcare Provider,500,Hacking/IT Incident,Email,No
CA,Health Plan,35883,Hacking/IT Incident,Email,No
PA,Business Associate,2393,Unauthorized Access/Disclosure,Other,Yes
FL,Healthcare Provider,640000,Hacking/IT Incident,Network Server,No
NC,Healthcare Provider,7000,Hacking/IT Incident,Network Server,No
FL,Health Plan,2943,Unauthorized Access/Disclosure,Other,Yes
TN,Healthcare Provider,656,Hacking/IT Incident,Desktop Computer,No
CA,Healthcare Provider,786,Hacking/IT Incident,Email,No
GA,Healthcare Provider,6265,Hacking/IT Incident,"Desktop Computer, Network Server",No
NY,Business Associate,5878,Unauthorized Access/Disclosure,Email,Yes
TX,Business Associate,274837,Hacking/IT Incident,Network Server,Yes
TX,Healthcare Provider,6169,Hacking/IT Incident,Email,No
TX,Healthcare Provider,2835,Hacking/IT Incident,Email,No
PA,Business Associate,971,Hacking/IT Incident,Network Server,Yes
CA,Healthcare Provider,763,Hacking/IT Incident,Network Server,Yes
IL,Healthcare Provider,1162,Hacking/IT Incident,Email,No
MI,Health Plan,572,Hacking/IT Incident,Email,No
IA,Health Plan,11581,Unauthorized Access/Disclosure,Email,No
AR,Healthcare Provider,9745,Unauthorized Access/Disclosure,Email,No
TX,Healthcare Provider,1045,Unauthorized Access/Disclosure,Network Server,No
FL,Healthcare Provider,538,Unauthorized Access/Disclosure,Email,No
CA,Business Associate,62807,Hacking/IT Incident,Network Server,Yes
CA,Healthcare Provider,47767,Hacking/IT Incident,"Electronic Medical Record, Email, Network Server",No
MA,Healthcare Provider,12472,Hacking/IT Incident,Network Server,No
OH,Healthcare Provider,10974,Hacking/IT Incident,Network Server,No
SC,Healthcare Provider,35498,Hacking/IT Incident,"Desktop Computer, Network Server, Other Portable Electronic Device",No
CA,Healthcare Provider,9271,Hacking/IT Incident,Network Server,Yes
OR,Health Plan,49511,Unauthorized Access/Disclosure,Other,Yes
NC,Business Associate,11650,Hacking/IT Incident,Email,Yes
OR,Healthcare Provider,606,Hacking/IT Incident,Email,No
TX,Healthcare Provider,19000,Hacking/IT Incident,Email,No
FL,Healthcare Provider,28268,Hacking/IT Incident,Email,No
CA,Healthcare Provider,846,Theft,"Desktop Computer, Paper/Films",No
NC,Business Associate,58000,Hacking/IT Incident,Network Server,Yes
NY,Health Plan,644,Unauthorized Access/Disclosure,Paper/Films,Yes
OH,Healthcare Provider,3660,Hacking/IT Incident,Email,No
AZ,Health Plan,1013956,Hacking/IT Incident,"Email, Network Server",No
TX,Business Associate,1876,Hacking/IT Incident,Email,Yes
MO,Healthcare Provider,5074,Hacking/IT Incident,Email,No
CO,Healthcare Provider,6339,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
UT,Healthcare Provider,1909,Hacking/IT Incident,Email,No
CA,Healthcare Provider,633,Loss,Other Portable Electronic Device,No
CA,Healthcare Provider,974,Theft,Desktop Computer,No
IL,Business Associate,917,Unauthorized Access/Disclosure,"Other, Paper/Films",Yes
CA,Healthcare Provider,1900,Theft,Laptop,No
PA,Health Plan,19042,Hacking/IT Incident,Email,No
NY,Healthcare Provider,1945,Hacking/IT Incident,Email,No
AR,Healthcare Provider,3565,Unauthorized Access/Disclosure,Email,No
FL,Healthcare Provider,19000,Loss,Network Server,No
TX,Healthcare Provider,6033,Unauthorized Access/Disclosure,Paper/Films,No
GA,Healthcare Provider,1853,Unauthorized Access/Disclosure,"Email, Paper/Films",No
CA,Business Associate,36205,Hacking/IT Incident,Network Server,Yes
IN,Healthcare Provider,500,Improper Disposal,Paper/Films,Yes
IN,Healthcare Provider,500,Improper Disposal,Paper/Films,Yes
IN,Healthcare Provider,900,Improper Disposal,Paper/Films,Yes
IN,Healthcare Provider,976,Improper Disposal,Paper/Films,Yes
IN,Healthcare Provider,1000,Improper Disposal,Paper/Films,Yes
IN,Healthcare Provider,1000,Improper Disposal,Paper/Films,Yes
IN,Healthcare Provider,550000,Improper Disposal,Paper/Films,Yes
MI,Healthcare Provider,3800,Hacking/IT Incident,Network Server,Yes
MI,Business Associate,14931,Hacking/IT Incident,Network Server,Yes
MD,Health Plan,2756,Unauthorized Access/Disclosure,Electronic Medical Record,No
PA,Healthcare Provider,34113,Hacking/IT Incident,Email,No
OH,Healthcare Provider,14419,Hacking/IT Incident,Network Server,No
PA,Healthcare Provider,805,Unauthorized Access/Disclosure,Electronic Medical Record,No
MI,Business Associate,608,Unauthorized Access/Disclosure,Email,Yes
AK,Healthcare Provider,13146,Hacking/IT Incident,"Laptop, Network Server",No
CA,Business Associate,3728,Unauthorized Access/Disclosure,Email,Yes
NY,Healthcare Provider,595,Improper Disposal,Paper/Films,No
AZ,Healthcare Provider,10190,Hacking/IT Incident,Email,No
CA,Healthcare Provider,5357,Unauthorized Access/Disclosure,Email,No
OH,Healthcare Provider,3683,Hacking/IT Incident,Network Server,No
NJ,Healthcare Provider,26465,Hacking/IT Incident,Network Server,No
MI,Business Associate,7422,Hacking/IT Incident,Other,Yes
NE,Healthcare Provider,1311,Unauthorized Access/Disclosure,Electronic Medical Record,No
MO,Business Associate,287876,Hacking/IT Incident,Email,Yes
OH,Business Associate,30132,Hacking/IT Incident,Email,Yes
IL,Healthcare Provider,4824,Unauthorized Access/Disclosure,Electronic Medical Record,No
CT,Business Associate,38529,Hacking/IT Incident,Email,Yes
IN,Healthcare Provider,111372,Hacking/IT Incident,Email,No
MI,Healthcare Provider,1981,Unauthorized Access/Disclosure,Network Server,No
TX,Business Associate,500,Hacking/IT Incident,Laptop,Yes
FL,Healthcare Provider,3314,Hacking/IT Incident,Network Server,No
MO,Healthcare Provider,518,Hacking/IT Incident,Email,No
MI,Healthcare Provider,999,Unauthorized Access/Disclosure,Email,No
AR,Healthcare Provider,13968,Hacking/IT Incident,Email,No
NC,Healthcare Provider,1081,Unauthorized Access/Disclosure,Email,No
MD,Healthcare Provider,2550,Hacking/IT Incident,Email,No
MI,Healthcare Provider,112211,Hacking/IT Incident,Email,No
TX,Healthcare Provider,1987,Theft,Other Portable Electronic Device,No
CA,Healthcare Provider,233835,Hacking/IT Incident,Email,No
CA,Healthcare Provider,912,Unauthorized Access/Disclosure,"Electronic Medical Record, Laptop, Other",No
WI,Healthcare Provider,27137,Hacking/IT Incident,"Email, Network Server",No
CT,Healthcare Provider,2651,Hacking/IT Incident,Email,No
MD,Healthcare Provider,18481,Hacking/IT Incident,Email,No
KS,Healthcare Provider,3680,Hacking/IT Incident,Email,No
AZ,Healthcare Provider,74122,Unauthorized Access/Disclosure,Electronic Medical Record,No
TX,Healthcare Provider,507,Hacking/IT Incident,Email,No
NM,Healthcare Provider,1843,Hacking/IT Incident,Email,No
PA,Healthcare Provider,13911,Hacking/IT Incident,Email,No
DE,Healthcare Provider,4262,Hacking/IT Incident,Network Server,No
WA,Business Associate,6240,Hacking/IT Incident,Email,Yes
NJ,Healthcare Provider,3000,Hacking/IT Incident,Email,No
CA,Health Plan,1658,Theft,"Laptop, Other Portable Electronic Device",No
UT,Healthcare Provider,5000,Hacking/IT Incident,Email,No
MD,Business Associate,3600,Hacking/IT Incident,Email,Yes
MO,Healthcare Provider,14795,Hacking/IT Incident,Email,No
TX,Healthcare Provider,57411,Hacking/IT Incident,Network Server,No
MN,Healthcare Provider,683,Hacking/IT Incident,Email,No
DE,Healthcare Provider,9875,Unauthorized Access/Disclosure,"Electronic Medical Record, Network Server",No
DE,Healthcare Provider,131825,Hacking/IT Incident,"Desktop Computer, Email, Laptop, Network Server",No
PA,Business Associate,897,Hacking/IT Incident,Network Server,Yes
OH,Healthcare Provider,903,Unauthorized Access/Disclosure,Electronic Medical Record,No
NJ,Health Plan,2300,Hacking/IT Incident,Network Server,No
OH,Healthcare Provider,1731,Theft,Paper/Films,No
IL,Health Plan,575,Unauthorized Access/Disclosure,Email,No
CA,Healthcare Provider,232772,Hacking/IT Incident,Email,No
UT,Healthcare Provider,3670,Hacking/IT Incident,Email,No
CA,Healthcare Provider,39700,Hacking/IT Incident,Email,No
IN,Healthcare Provider,35804,Hacking/IT Incident,Email,No
MN,Healthcare Provider,1415,Hacking/IT Incident,Email,No
NC,Healthcare Provider,19556,Hacking/IT Incident,Network Server,No
MA,Healthcare Provider,2999,Hacking/IT Incident,Email,No
TX,Healthcare Provider,500,Theft,Laptop,Yes
NY,Healthcare Provider,298532,Hacking/IT Incident,Network Server,Yes
NJ,Health Plan,1945,Hacking/IT Incident,Network Server,Yes
GA,Business Associate,22894,Theft,Laptop,Yes
CO,Healthcare Provider,2793,Theft,Other Portable Electronic Device,No
IL,Healthcare Provider,6681,Unauthorized Access/Disclosure,Network Server,No
AR,Healthcare Provider,15240,Hacking/IT Incident,Email,No
CO,Healthcare Provider,710,Unauthorized Access/Disclosure,"Network Server, Other Portable Electronic Device",No
CT,Healthcare Provider,800,Unauthorized Access/Disclosure,Desktop Computer,No
NC,Business Associate,15010,Hacking/IT Incident,Email,Yes
MI,Healthcare Provider,75202,Hacking/IT Incident,Email,No
NY,Business Associate,57207,Hacking/IT Incident,Network Server,Yes
FL,Healthcare Provider,650,Hacking/IT Incident,Email,No
MO,Health Plan,696,Unauthorized Access/Disclosure,Paper/Films,No
CA,Healthcare Provider,2360,Unauthorized Access/Disclosure,Network Server,No
WI,Healthcare Provider,2029,Hacking/IT Incident,Email,No
TX,Health Plan,5103,Hacking/IT Incident,Email,No
IL,Healthcare Provider,14488,Unauthorized Access/Disclosure,Email,No
NY,Healthcare Provider,737,Hacking/IT Incident,Email,No
NM,Healthcare Provider,500,Theft,Desktop Computer,No
IA,Healthcare Provider,7573,Hacking/IT Incident,Email,No
NY,Business Associate,170000,Hacking/IT Incident,Network Server,Yes
UT,Business Associate,14500,Hacking/IT Incident,Email,Yes
TX,Healthcare Provider,1893,Hacking/IT Incident,Email,No
GA,Healthcare Provider,166077,Hacking/IT Incident,Email,No
TN,Healthcare Provider,81146,Hacking/IT Incident,Email,No
NJ,Healthcare Provider,12414,Hacking/IT Incident,Network Server,No
MA,Business Associate,1277,Hacking/IT Incident,Email,Yes
TX,Healthcare Provider,45748,Hacking/IT Incident,Email,No
VA,Healthcare Provider,1475,Hacking/IT Incident,Network Server,No
MN,Health Plan,3335,Hacking/IT Incident,Network Server,Yes
AZ,Healthcare Provider,530,Theft,Laptop,No
IL,Healthcare Provider,16167,Hacking/IT Incident,Email,No
WV,Healthcare Provider,1169,Hacking/IT Incident,"Network Server, Other",Yes
VA,Healthcare Provider,1657,Hacking/IT Incident,"Network Server, Other",Yes
NY,Healthcare Provider,2015,Hacking/IT Incident,"Network Server, Other",Yes
TX,Healthcare Provider,5930,Hacking/IT Incident,"Network Server, Other",Yes
NY,Healthcare Provider,2633,Hacking/IT Incident,"Network Server, Other",Yes
TX,Healthcare Provider,1700,Hacking/IT Incident,"Network Server, Other",Yes
NY,Healthcare Provider,2863,Hacking/IT Incident,"Network Server, Other",Yes
NY,Healthcare Provider,1890,Hacking/IT Incident,"Network Server, Other",Yes
NY,Healthcare Provider,9302,Hacking/IT Incident,Network Server,Yes
NY,Healthcare Provider,15808,Hacking/IT Incident,"Network Server, Other",Yes
NY,Healthcare Provider,1957,Hacking/IT Incident,"Network Server, Other",Yes
NY,Healthcare Provider,804,Hacking/IT Incident,"Network Server, Other",Yes
NY,Healthcare Provider,9058,Hacking/IT Incident,"Network Server, Other",Yes
KS,Healthcare Provider,17214,Hacking/IT Incident,Network Server,No
IN,Healthcare Provider,3593,Hacking/IT Incident,"Network Server, Other",Yes
NY,Healthcare Provider,38693,Hacking/IT Incident,"Network Server, Other",Yes
PA,Healthcare Provider,688,Unauthorized Access/Disclosure,Email,No
IN,Healthcare Provider,1360,Hacking/IT Incident,"Desktop Computer, Email, Other",No
NY,Health Plan,2645,Hacking/IT Incident,"Email, Other",No
NY,Healthcare Provider,674,Hacking/IT Incident,"Email, Other",No
CT,Healthcare Provider,6846,Hacking/IT Incident,Network Server,No
MN,Health Plan,934,Unauthorized Access/Disclosure,Paper/Films,Yes
NJ,Healthcare Provider,11747,Hacking/IT Incident,Email,No
CA,Healthcare Provider,1531,Unauthorized Access/Disclosure,Paper/Films,No
TX,Healthcare Provider,30049,Hacking/IT Incident,Network Server,No
NC,Healthcare Provider,4564,Hacking/IT Incident,Email,No
CA,Healthcare Provider,199548,Hacking/IT Incident,Email,No
ME,Healthcare Provider,11308,Hacking/IT Incident,Email,No
NJ,Healthcare Provider,8031,Unauthorized Access/Disclosure,Email,No
FL,Healthcare Provider,3600,Hacking/IT Incident,Network Server,No
TX,Healthcare Provider,12689,Hacking/IT Incident,Network Server,No
NM,Healthcare Provider,28847,Hacking/IT Incident,Network Server,No
TX,Healthcare Provider,12000,Unauthorized Access/Disclosure,Electronic Medical Record,No
MI,Healthcare Provider,4013,Unauthorized Access/Disclosure,Electronic Medical Record,No
OK,Healthcare Provider,500,Loss,Other Portable Electronic Device,No
IL,Healthcare Provider,12578,Hacking/IT Incident,Email,No
FL,Health Plan,4662,Unauthorized Access/Disclosure,Other Portable Electronic Device,No
IL,Healthcare Provider,811,Loss,Paper/Films,No
MD,Healthcare Provider,3145,Hacking/IT Incident,Email,No
WY,Healthcare Provider,17549,Hacking/IT Incident,Email,No
GA,Healthcare Provider,530,Unauthorized Access/Disclosure,Electronic Medical Record,No
CA,Healthcare Provider,62000,Hacking/IT Incident,Email,No
NC,Healthcare Provider,1002,Theft,Laptop,No
OH,Healthcare Provider,2636,Hacking/IT Incident,Email,No
TN,Healthcare Provider,2000,Hacking/IT Incident,Network Server,No
NY,Healthcare Provider,1021,Hacking/IT Incident,Email,No
CO,Healthcare Provider,7668,Hacking/IT Incident,Email,No
IL,Healthcare Provider,3700,Hacking/IT Incident,"Electronic Medical Record, Other",No
TX,Healthcare Provider,10000,Hacking/IT Incident,Email,No
IL,Healthcare Provider,1486,Hacking/IT Incident,Email,No
NE,Healthcare Provider,1149,Unauthorized Access/Disclosure,Electronic Medical Record,No
NY,Healthcare Provider,125000,Hacking/IT Incident,Email,No
IL,Healthcare Provider,1481,Hacking/IT Incident,Email,No
MD,Healthcare Provider,536,Hacking/IT Incident,Email,No
NJ,Healthcare Provider,851,Hacking/IT Incident,"Network Server, Other",Yes
MN,Healthcare Provider,80000,Hacking/IT Incident,Network Server,No
NY,Healthcare Provider,3977,Hacking/IT Incident,Email,No
MO,Healthcare Provider,595,Unauthorized Access/Disclosure,Paper/Films,No
MO,Healthcare Provider,107054,Hacking/IT Incident,"Electronic Medical Record, Network Server",No
PA,Healthcare Provider,1559,Hacking/IT Incident,Email,No
TX,Healthcare Provider,14673,Hacking/IT Incident,Email,No
CA,Healthcare Provider,114007,Hacking/IT Incident,Email,No
IN,Business Associate,3582,Hacking/IT Incident,Email,Yes
NC,Healthcare Provider,3716,Hacking/IT Incident,Email,No
TX,Healthcare Provider,500,Hacking/IT Incident,Email,No
NY,Healthcare Provider,26312,Hacking/IT Incident,Network Server,No
MO,Healthcare Provider,3237,Unauthorized Access/Disclosure,"Email, Laptop",No
MO,Healthcare Provider,152000,Hacking/IT Incident,Network Server,No
TX,Healthcare Provider,31787,Hacking/IT Incident,Network Server,No
WI,Business Associate,955,Hacking/IT Incident,Other,Yes
MT,Healthcare Provider,140209,Hacking/IT Incident,Email,No
GA,Healthcare Provider,1655,Unauthorized Access/Disclosure,Email,No
AR,Healthcare Provider,4211,Loss,Other Portable Electronic Device,No
LA,Healthcare Provider,7000,Hacking/IT Incident,Email,No
KY,Health Plan,756,Unauthorized Access/Disclosure,Email,No
NE,Healthcare Provider,48000,Hacking/IT Incident,"Desktop Computer, Electronic Medical Record, Network Server",No
OK,Healthcare Provider,500,Hacking/IT Incident,Email,No
GA,Healthcare Provider,3290,Hacking/IT Incident,Email,No
FL,Healthcare Provider,528188,Hacking/IT Incident,Network Server,No
MD,Business Associate,55637,Hacking/IT Incident,Email,Yes
MD,Business Associate,589,Hacking/IT Incident,Email,Yes
ME,Healthcare Provider,22000,Hacking/IT Incident,Email,No
AL,Healthcare Provider,391472,Hacking/IT Incident,Network Server,No
IA,Healthcare Provider,927,Hacking/IT Incident,Email,No
MI,Healthcare Provider,1500,Hacking/IT Incident,Network Server,No
OH,Healthcare Provider,3537,Hacking/IT Incident,Email,No
TX,Healthcare Provider,1751,Hacking/IT Incident,Network Server,No
UT,Healthcare Provider,320000,Hacking/IT Incident,Network Server,No
NJ,Healthcare Provider,9700,Hacking/IT Incident,"Desktop Computer, Network Server",No
